2.256989479064941406e+00,2.529353141784667969e+00,2.791304826736450195e+00,2.420989274978637695e+00,2.093880653381347656e+00,2.382557153701782227e+00
2.368546485900878906e+00,2.597483158111572266e+00,2.117489814758300781e+00,2.328619003295898438e+00,2.006076335906982422e+00,2.405591249465942383e+00
2.196140050888061523e+00,2.430665016174316406e+00,1.991013288497924805e+00,2.030981540679931641e+00,2.290050983428955078e+00,2.221439123153686523e+00
1.635537385940551758e+00,1.697766780853271484e+00,1.789229989051818848e+00,1.381823778152465820e+00,1.845194458961486816e+00,1.755710601806640625e+00
1.501443505287170410e+00,1.354612112045288086e+00,1.463622927665710449e+00,1.664921522140502930e+00,1.808516740798950195e+00,1.255255103111267090e+00
1.453271031379699707e+00,1.190298557281494141e+00,1.241787075996398926e+00,1.195372819900512695e+00,1.321425199508666992e+00,9.835923314094543457e-01
1.054369807243347168e+00,7.078782320022583008e-01,1.086514115333557129e+00,8.207600712776184082e-01,9.296402335166931152e-01,8.343016505241394043e-01
7.901259064674377441e-01,6.021766066551208496e-01,6.831396818161010742e-01,6.351642608642578125e-01,6.984593272209167480e-01,7.230109572410583496e-01
4.999646842479705811e-01,3.577102124691009521e-01,3.586495220661163330e-01,3.631851971149444580e-01,2.688851952552795410e-01,5.435465574264526367e-01
2.599478363990783691e-01,8.869699388742446899e-02,8.969248086214065552e-02,3.862777650356292725e-01,2.655508518218994141e-01,4.377874732017517090e-01
1.416296660900115967e-01,7.617309689521789551e-02,2.289965450763702393e-01,2.186428606510162354e-01,1.435695886611938477e-01,2.646284401416778564e-01
-3.584758937358856201e-02,-4.606009274721145630e-02,1.010539159178733826e-01,3.554876744747161865e-01,1.652427911758422852e-01,1.189765334129333496e-01
-1.279667317867279053e-01,-2.279070168733596802e-01,2.681193128228187561e-02,9.890364110469818115e-02,1.908755302429199219e-02,9.095444530248641968e-02
-2.905133664608001709e-01,-2.183888554573059082e-01,-1.342376768589019775e-01,1.587732583284378052e-01,-4.120843112468719482e-02,-2.949395962059497833e-02
-3.386857509613037109e-01,-3.175780773162841797e-01,-2.008355557918548584e-01,1.288384497165679932e-01,-6.732742488384246826e-02,-2.014024555683135986e-01
-3.434748351573944092e-01,-3.877118825912475586e-01,-2.863866090774536133e-01,-2.511197514832019806e-02,-2.757236957550048828e-01,-2.639693617820739746e-01
-3.885484039783477783e-01,-3.696774840354919434e-01,-4.972101151943206787e-01,-2.158394455909729004e-01,-3.474119901657104492e-01,-3.139995038509368896e-01
-5.313753485679626465e-01,-4.743772149085998535e-01,-6.767573952674865723e-01,-4.433439671993255615e-01,-5.808157920837402344e-01,-4.463358223438262939e-01
-6.947671175003051758e-01,-5.885951519012451172e-01,-6.917924880981445312e-01,-5.904521346092224121e-01,-7.027970552444458008e-01,-5.761749148368835449e-01
-7.804068922996520996e-01,-6.927939057350158691e-01,-6.923509836196899414e-01,-5.459775924682617188e-01,-6.977955698966979980e-01,-7.538644075393676758e-01
-8.102681636810302734e-01,-7.589200735092163086e-01,-8.155780434608459473e-01,-7.794690728187561035e-01,-8.689583539962768555e-01,-7.877029180526733398e-01
-9.530950784683227539e-01,-7.834668755531311035e-01,-9.160734415054321289e-01,-7.803243398666381836e-01,-8.764606118202209473e-01,-8.674355745315551758e-01
-9.781672954559326172e-01,-8.676274418830871582e-01,-1.027397990226745605e+00,-1.032631993293762207e+00,-1.003443360328674316e+00,-1.001233816146850586e+00
-1.013381004333496094e+00,-8.736389279365539551e-01,-1.035928726196289062e+00,-1.148094773292541504e+00,-1.082356095314025879e+00,-9.500396847724914551e-01
-1.039016604423522949e+00,-8.696312904357910156e-01,-1.026565551757812500e+00,-1.176319003105163574e+00,-1.110142350196838379e+00,-1.100529789924621582e+00
-9.770404100418090820e-01,-9.512870311737060547e-01,-9.183143377304077148e-01,-1.098488569259643555e+00,-1.047067642211914062e+00,-1.166856050491333008e+00
-1.050003290176391602e+00,-8.916733264923095703e-01,-8.979091048240661621e-01,-1.101054430007934570e+00,-1.066240191459655762e+00,-1.138766288757324219e+00
-8.975982666015625000e-01,-8.240442872047424316e-01,-9.021413326263427734e-01,-1.009539365768432617e+00,-9.245306849479675293e-01,-1.083257436752319336e+00
-8.195645809173583984e-01,-7.423885464668273926e-01,-8.215955495834350586e-01,-9.796046018600463867e-01,-9.517611265182495117e-01,-9.421286582946777344e-01
-6.823718547821044922e-01,-7.308665513992309570e-01,-7.761602997779846191e-01,-9.419722557067871094e-01,-7.886563539505004883e-01,-7.991237044334411621e-01
-5.677159428596496582e-01,-6.837767362594604492e-01,-5.636858344078063965e-01,-6.973621845245361328e-01,-6.536155343055725098e-01,-6.638684868812561035e-01
-5.384181141853332520e-01,-6.006180644035339355e-01,-4.628116786479949951e-01,-8.085485696792602539e-01,-6.488919258117675781e-01,-4.560389220714569092e-01
-3.812239468097686768e-01,-5.865913033485412598e-01,-4.738066196441650391e-01,-4.544625878334045410e-01,-3.068442046642303467e-01,-3.866496980190277100e-01
-2.383970171213150024e-01,-3.701784312725067139e-01,-1.847271025180816650e-01,-5.733465552330017090e-01,-4.052072167396545410e-01,-2.497113645076751709e-01
1.131769642233848572e-01,5.964155867695808411e-02,-3.626059368252754211e-02,-3.280949592590332031e-02,1.744122356176376343e-01,-1.906759440898895264e-01
2.067046612501144409e-01,1.653432101011276245e-01,6.922096014022827148e-02,2.460118234157562256e-01,4.172633290290832520e-01,3.519072532653808594e-01
