date,Cases of acute respiratory infections,Cases of severe acute respiratory infections,Cases of influenza-like illnesses,Reported deaths caused by severe acute respiratory infections,A H1N12009 - Sentinel surveillance,A H1N12009 - Undefined surveillance,A H1N12009 - All types of surveillance,A H3 - Sentinel surveillance,A H3 - Undefined surveillance,A H3 - All types of surveillance,A H5 - Undefined surveillance,A H5 - All types of surveillance,A (unknown subtype) - Undefined surveillance,A (unknown subtype) - All types of surveillance,Influenza A - Sentinel surveillance,Influenza A - Undefined surveillance,Influenza A - All types of surveillance,B Victoria - Sentinel surveillance,B Victoria - Undefined surveillance,B Victoria - All types of surveillance,B (unknown lineage) - Sentinel surveillance,B (unknown lineage) - Undefined surveillance,B (unknown lineage) - All types of surveillance,Influenza B - Sentinel surveillance,Influenza B - Undefined surveillance,Influenza B - All types of surveillance,All strains - Sentinel surveillance,All strains - Undefined surveillance,All strains - All types of surveillance,Share of positive tests - Undefined surveillance,Share of positive tests - All types of surveillance,A H1N12009,A H3,A (unknown subtype),B Victoria,B Yamagata,B (unknown lineage),A H1N12009.1,A H1.1,A H3.1,A (unknown subtype).1,B Victoria.1,B Yamagata.1,B (unknown lineage).1,A H1N12009.2,A H3.2,A (unknown subtype).2,B Victoria.2,B Yamagata.2,B (unknown lineage).2,A H1N12009.3,A H1.3,A H3.3,A H5.3,A (unknown subtype).3,B Victoria.3,B Yamagata.3,B (unknown lineage).3,reported_sari_icu,outpatients_ari,outpatients_ili,inpatients_sari,inpatients_sari_icu,inf_negativenonsentinel,inf_negativenotdefined,spec_processed_nbnotdefined,spec_processed_nbsentinel,spec_received_nbnonsentinel,spec_received_nbnotdefined,spec_received_nbsentinel,inf_negativecombined,spec_processed_nbcombined,spec_received_nbcombined,date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
2/22/2010,1158227,928,39819,0,167,1382,1549,3,72,75,2,2,249,249,170,1741,1911,7,127,134,1,1124,1125,8,1287,1295,178,3033,3211,10.29741292,10.90174509,1549,75,249,134,36,1125,167,0,3,0,7,0,1,0,0,0,0,0,0,1382,22,72,2,249,127,36,1124,0,112218,1262973,1319,0,0,30,29454,0,0,22405,0,30,29454,22405,2/22/2010 0:00,1.96951,1.99362,5040,6207,16087,1990,806925
3/1/2010,1180250,922,35309,0,99,1385,1484,2,78,80,1,1,242,242,101,1736,1837,11,110,121,1,1186,1187,14,1335,1349,115,3076,3191,10.85659831,11.26248544,1484,80,242,121,41,1187,99,0,2,0,11,2,1,0,0,0,0,0,0,1385,13,78,1,242,110,39,1186,0,111900,1227780,1336,0,0,30,28333,0,0,21279,0,30,28333,21279,3/1/2010 0:00,1.92331,1.85383,4281,5685,14486,1953,781411
3/8/2010,1124322,722,34577,0,77,1371,1448,1,60,61,2,2,224,224,78,1675,1753,8,149,157,0,1367,1367,10,1551,1561,88,3231,3319,11.98886827,12.31539889,1448,61,224,157,36,1367,77,0,1,0,8,2,0,0,0,0,0,0,0,1371,5,60,2,224,149,34,1367,0,112564,1228567,1234,0,0,29,26950,0,0,21859,0,29,26950,21859,3/8/2010 0:00,1.89659,1.8673,4612,5270,14354,1946,768702
3/15/2010,1078016,796,29905,0,47,1067,1114,3,46,49,0,0,236,236,50,1367,1417,14,249,263,2,1486,1488,16,1770,1786,66,3145,3211,11.88047749,12.12979752,1114,49,236,263,32,1488,47,0,3,0,14,0,2,0,0,0,0,0,0,1067,6,46,0,236,249,32,1486,0,111395,1207059,1491,0,0,25,26472,0,0,19099,0,25,26472,19099,3/15/2010 0:00,1.75181,1.69987,4063,4466,12601,1933,741293
3/22/2010,1032724,648,26191,1,17,979,996,2,68,70,2,2,131,131,19,1212,1231,9,230,239,1,1426,1427,10,1701,1711,29,2920,2949,11.59144139,11.70656187,996,70,131,239,40,1427,17,0,2,0,9,0,1,0,0,0,0,0,0,979,17,68,2,131,230,40,1426,0,112763,1217407,1682,0,0,34,25191,0,0,21784,0,34,25191,21784,3/22/2010 0:00,1.52632,1.49741,3625,4108,11191,1917,747358
3/29/2010,856549,554,21012,0,18,837,855,2,89,91,1,1,155,155,20,1103,1123,9,243,252,2,1424,1426,13,1712,1725,33,2817,2850,12.1979735,12.34086776,855,91,155,252,42,1426,18,0,2,0,9,2,2,0,0,0,0,0,0,837,13,89,1,155,243,40,1424,0,88860,1083183,1682,0,0,31,23094,0,0,20319,0,31,23094,20319,3/29/2010 0:00,1.49572,1.45112,3408,3733,10359,1875,713863
4/5/2010,917167,492,18907,0,17,698,715,3,78,81,0,0,114,114,20,915,935,4,85,89,0,1187,1187,6,1306,1312,26,2228,2254,10.27296201,10.39284397,715,81,114,89,29,1187,17,0,3,0,4,2,0,0,0,0,0,0,0,698,9,78,0,114,85,27,1187,0,113949,1148943,1664,0,0,10,21688,0,0,18727,0,10,21688,18727,4/5/2010 0:00,1.22313,1.20715,3090,2933,8813,1850,730068
4/12/2010,889529,497,19310,0,25,611,636,4,89,93,0,0,82,82,29,812,841,12,84,96,1,972,973,13,1093,1106,42,1933,1975,10.00880236,10.22627246,636,93,82,96,28,973,25,0,4,0,12,0,1,0,0,0,0,0,0,611,16,89,0,82,84,28,972,0,114835,1217964,1725,0,0,11,19313,0,0,16247,0,11,19313,16247,4/12/2010 0:00,1.17754,1.17415,3117,3110,8801,1831,749563
4/19/2010,936091,575,18916,0,18,421,439,3,99,102,1,1,94,94,21,636,657,10,93,103,0,1018,1018,10,1152,1162,31,1791,1822,8.33721255,8.481519412,439,102,94,103,37,1018,18,0,3,0,10,0,0,0,0,0,0,0,0,421,16,99,1,94,93,37,1018,0,115356,1152606,1771,0,0,4,21482,0,0,18183,0,4,21482,18183,4/19/2010 0:00,1.09112,1.16207,2921,3044,8362,1765,719580
4/26/2010,915627,529,17932,1,9,362,371,1,74,75,0,0,64,64,10,510,520,4,133,137,0,871,871,6,1033,1039,16,1549,1565,8.154348284,8.238576542,371,75,64,137,27,871,9,0,1,0,4,2,0,0,0,0,0,0,0,362,5,74,0,64,133,25,871,0,115916,1208730,1559,0,0,5,18996,0,0,15474,0,5,18996,15474,4/26/2010 0:00,1.11958,1.17213,3081,2972,8440,1755,720054
5/3/2010,855094,587,17724,4,7,471,478,3,104,107,0,0,61,61,10,658,668,4,118,122,0,647,647,4,808,812,14,1469,1483,8.102592388,8.179812466,478,107,61,122,40,647,7,0,3,0,4,0,0,0,0,0,0,0,0,471,14,104,0,61,118,40,647,0,112652,1183295,1549,0,0,3,18130,0,0,14317,0,3,18130,14317,5/3/2010 0:00,1.08169,1.12168,2781,2901,7914,1710,705551
5/10/2010,766018,551,16925,4,19,406,425,2,108,110,0,0,74,74,21,612,633,19,81,100,4,522,526,23,629,652,44,1241,1285,6.947710223,7.19404322,425,110,74,100,23,526,19,0,2,0,19,0,4,0,0,0,0,0,0,406,13,108,0,74,81,23,522,0,114807,1150861,2047,0,0,1,17862,0,0,14068,0,1,17862,14068,5/10/2010 0:00,1.12497,1.14981,2851,2645,7697,1664,669414
5/17/2010,364706,460,15662,8,19,307,326,11,159,170,0,0,73,73,30,550,580,12,60,72,1,198,199,13,505,518,43,1057,1100,5.886939571,6.126427179,326,170,73,72,246,199,19,0,11,0,12,0,1,0,0,0,0,0,0,307,8,159,0,73,60,246,198,0,114715,1109543,1855,0,0,,17955,0,0,13788,0,,17955,13788,5/17/2010 0:00,1.06197,1.13328,2816,2553,7603,1624,670887
5/24/2010,734584,495,14509,8,13,297,310,3,132,135,0,0,65,65,16,502,518,7,77,84,1,308,309,8,415,423,24,917,941,5.100962341,5.234466262,310,135,65,84,30,309,13,0,3,0,7,0,1,0,0,0,0,0,0,297,7,132,0,65,77,30,308,0,113058,1114709,1669,0,0,4,17977,0,0,14204,0,4,17977,14204,5/24/2010 0:00,1.08909,1.08171,2636,2188,6853,1497,633532
5/31/2010,721648,438,13136,7,6,298,304,2,265,267,1,1,54,54,8,628,636,4,54,58,0,307,307,4,387,391,12,1015,1027,6.151142355,6.22386522,304,267,54,58,21,307,6,0,2,0,4,0,0,0,0,0,0,0,0,298,8,265,1,54,54,21,307,0,113607,1028932,902,0,0,2,16501,0,0,11889,0,2,16501,11889,5/31/2010 0:00,1.1776,1.19959,2413,2172,6595,1421,549773
6/7/2010,677422,511,10967,5,9,359,368,0,235,235,0,0,64,64,9,674,683,4,52,56,0,295,295,4,364,368,13,1038,1051,6.143102326,6.22003906,368,235,64,56,16,295,9,0,0,0,4,0,0,0,0,0,0,0,0,359,7,235,0,64,52,16,295,0,103717,1073225,988,0,0,,16897,0,0,12085,0,,16897,12085,6/7/2010 0:00,0.97493,0.952808,2147,1831,5755,1435,604004
6/14/2010,630191,428,9777,3,7,279,286,6,176,182,0,0,56,56,13,521,534,0,36,36,0,224,224,0,284,284,13,810,823,5.066299725,5.147610708,286,182,56,36,22,224,7,0,6,0,0,0,0,0,0,0,0,0,0,279,0,176,0,56,36,22,224,0,100427,1030113,1066,0,0,2,15988,0,0,10894,0,2,15988,10894,6/14/2010 0:00,0.987132,0.916032,1975,1784,5316,1405,580329
6/21/2010,628246,394,9997,2,2,373,375,1,198,199,0,0,77,77,3,657,660,0,32,32,2,262,264,2,330,332,5,987,992,6.005841548,6.036266277,375,199,77,32,34,264,2,0,1,0,0,0,2,0,0,0,0,0,0,373,2,198,0,77,32,34,262,0,79927,1000610,645,0,0,4,16434,0,0,11803,0,4,16434,11803,6/21/2010 0:00,0.995991,0.926582,2027,1779,5334,1384,575664
6/28/2010,569318,281,8065,6,6,383,389,2,214,216,0,0,63,63,8,668,676,2,29,31,0,308,308,2,363,365,10,1038,1048,5.870044676,5.926596166,389,216,63,31,26,308,6,0,2,0,2,0,0,0,0,0,0,0,0,383,3,214,0,63,29,26,308,0,3767,891401,867,0,0,1,17683,0,0,13078,0,1,17683,13078,6/28/2010 0:00,0.904726,0.86962,1754,1541,4718,1347,542536
7/5/2010,514703,300,7132,3,10,429,439,5,239,244,0,0,63,63,15,747,762,0,19,19,0,305,305,0,364,364,15,1111,1126,7.210539979,7.307892004,439,244,63,19,40,305,10,0,5,0,0,0,0,0,0,0,0,0,0,429,2,239,0,63,19,40,305,0,97725,947014,753,0,0,,15408,0,0,11778,0,,15408,11778,7/5/2010 0:00,0.941927,0.903133,1753,1566,4691,1353,519414
7/12/2010,163927,291,6573,4,7,496,503,7,297,304,0,0,86,86,14,886,900,2,20,22,0,357,357,2,425,427,16,1311,1327,8.460793804,8.56405292,503,304,86,22,47,357,7,0,7,0,2,0,0,0,0,0,0,0,0,496,1,297,0,86,20,47,357,0,94757,971412,773,0,0,,15495,0,0,11921,0,,15495,11921,7/12/2010 0:00,0.880415,0.773776,1458,1450,4234,1284,547187
7/19/2010,512890,298,6578,1,4,595,599,5,387,392,1,1,113,113,9,1105,1114,3,17,20,0,357,357,3,437,440,12,1542,1554,9.899845917,9.976887519,599,392,113,20,59,357,4,0,5,0,3,0,0,0,0,0,0,0,0,595,1,387,1,113,17,59,357,0,96103,939911,798,0,0,3,15576,0,0,12073,0,3,15576,12073,7/19/2010 0:00,0.842615,0.742774,1323,1335,3950,1265,531790
7/26/2010,486043,321,5898,3,2,734,736,3,445,448,0,0,115,115,5,1297,1302,2,6,8,0,435,435,2,486,488,7,1786,1793,10.62778935,10.66944362,736,448,115,8,45,435,2,0,3,0,2,0,0,0,0,0,0,0,0,734,1,445,0,115,6,45,435,0,96696,916470,910,0,0,1,16805,0,0,13134,0,1,16805,13134,7/26/2010 0:00,0.858382,0.730934,1290,1279,3850,1250,526723
8/2/2010,549122,342,6367,2,10,874,884,17,650,667,1,1,199,199,27,1730,1757,0,10,10,0,360,360,0,415,415,27,2149,2176,13.75183976,13.92461765,884,667,199,10,43,360,10,0,17,0,0,0,0,0,0,0,0,0,0,874,1,650,1,199,10,43,360,0,94668,894581,806,0,0,2,15627,0,0,12319,0,2,15627,12319,8/2/2010 0:00,0.83383,0.786882,1381,1357,4077,1241,518121
8/9/2010,547741,239,5791,0,12,944,956,11,839,850,0,0,195,195,23,1980,2003,1,3,4,0,408,408,1,458,459,24,2441,2465,15.79730779,15.95262749,956,850,195,4,46,408,12,0,11,0,1,0,0,0,0,0,0,0,0,944,1,839,0,195,3,46,408,0,84704,886585,821,0,0,1,15452,0,0,12329,0,1,15452,12329,8/9/2010 0:00,0.847437,0.763051,1378,1307,4008,1212,525260
8/16/2010,602379,224,6081,0,4,847,851,10,965,975,0,0,189,189,14,2010,2024,0,4,4,0,471,471,0,537,537,14,2551,2565,16.00075268,16.08856551,851,975,189,4,61,471,4,0,10,0,0,0,0,0,0,0,0,0,0,847,2,965,0,189,4,61,471,0,84432,878742,575,0,0,4,15943,0,0,13072,0,4,15943,13072,8/16/2010 0:00,0.888273,0.841043,1485,1592,4518,1225,537190
8/23/2010,632028,194,6197,1,6,856,862,15,1317,1332,1,1,292,292,21,2473,2494,1,5,6,0,458,458,1,522,523,22,2996,3018,18.3634692,18.49831443,862,1332,292,6,59,458,6,0,15,0,1,0,0,0,0,0,0,0,0,856,5,1317,1,292,5,59,458,0,86082,873040,802,0,0,3,16315,0,0,12948,0,3,16315,12948,8/23/2010 0:00,0.765372,0.791573,1520,1592,4420,1235,558382
8/30/2010,755971,300,4927,2,8,677,685,21,1637,1658,0,0,266,266,29,2592,2621,3,4,7,0,382,382,3,438,441,32,3030,3062,16.75792268,16.93490404,685,1658,266,7,45,382,8,0,21,0,3,0,0,0,0,0,0,0,0,677,3,1637,0,266,4,45,382,0,91505,750675,782,0,0,,18081,0,0,15239,0,,18081,15239,8/30/2010 0:00,0.91858,0.912732,1564,1866,5007,1170,548573
9/6/2010,931709,310,3029,1,23,508,531,26,1765,1791,0,0,311,311,49,2616,2665,1,4,5,0,364,364,1,407,408,50,3023,3073,18.01227433,18.31019484,531,1791,311,5,39,364,23,0,26,0,1,0,0,0,0,0,0,0,0,508,0,1765,0,311,4,39,364,0,85461,345764,860,0,0,,16783,0,0,13455,0,,16783,13455,9/6/2010 0:00,1.01432,1.03398,1850,1959,5493,1198,531250
9/13/2010,917757,337,4726,0,8,429,437,21,1852,1873,0,0,304,304,29,2601,2630,2,6,8,0,304,304,2,359,361,31,2960,2991,17.03597122,17.21438849,437,1873,304,8,48,304,8,0,21,0,2,0,0,0,0,0,0,0,0,429,3,1852,0,304,6,48,304,0,82058,208506,936,0,0,1,17375,0,0,13986,0,1,17375,13986,9/13/2010 0:00,1.01233,0.934009,1720,2118,5510,1210,589930
9/20/2010,1040403,341,6880,2,14,364,378,16,1638,1654,0,0,236,236,30,2255,2285,1,2,3,0,346,346,1,415,416,31,2674,2705,15.41921347,15.59797025,378,1654,236,3,66,346,14,0,16,0,1,0,0,0,0,0,0,0,0,364,5,1638,0,236,2,66,346,0,82099,227970,893,0,0,3,17342,0,0,13819,0,3,17342,13819,9/20/2010 0:00,1.11803,1.08189,2134,2510,6741,1206,623077
9/27/2010,1073584,294,9032,0,7,311,318,31,1470,1501,0,0,240,240,38,2031,2069,1,8,9,0,307,307,1,354,355,39,2385,2424,13.73610551,13.96072107,318,1501,240,9,36,307,7,0,31,0,1,0,0,0,0,0,0,0,0,311,3,1470,0,240,8,36,307,0,83590,237927,2347,0,0,5,17363,0,0,13583,0,5,17363,13583,9/27/2010 0:00,1.11806,1.06563,1995,2383,6387,1254,599366
10/4/2010,1183048,433,13602,0,16,211,227,44,1268,1312,0,0,277,277,60,1766,1826,3,6,9,1,357,358,4,392,396,64,2173,2237,12.53388706,12.90303974,227,1312,277,9,29,358,16,0,44,0,3,0,1,0,0,0,0,0,0,211,2,1268,0,277,6,29,357,0,110434,502368,5152,0,0,3,17337,0,0,13403,0,3,17337,13403,10/4/2010 0:00,1.10939,1.13505,2627,3142,8473,1838,746485
10/11/2010,1184702,518,15392,1,9,168,177,30,1070,1100,0,0,459,459,39,1704,1743,0,4,4,1,336,337,1,375,376,40,2080,2120,11.22807018,11.4439946,177,1100,459,4,31,337,9,0,30,0,0,0,1,0,0,0,0,0,0,168,1,1070,0,459,4,31,336,0,107884,488422,6779,0,0,5,18525,0,0,14570,0,5,18525,14570,10/11/2010 0:00,1.24341,1.25256,2953,3522,9347,1875,746230
10/18/2010,1199949,569,17585,2,16,183,199,32,807,839,0,0,439,439,48,1439,1487,0,4,4,0,328,328,2,349,351,50,1793,1843,9.550950834,9.81729079,199,839,439,4,14,328,16,0,32,0,0,2,0,0,0,0,0,0,0,183,4,807,0,439,4,12,328,0,118513,509930,6683,0,0,7,18773,0,0,14705,0,7,18773,14705,10/18/2010 0:00,1.25726,1.2457,3044,3641,9684,1907,777397
10/25/2010,1127219,508,16396,1,10,231,241,63,832,895,0,0,232,232,73,1320,1393,0,7,7,0,328,328,2,352,354,75,1674,1749,8.853395388,9.250052888,241,895,232,7,18,328,10,0,63,0,0,2,0,0,0,0,0,0,0,231,3,832,0,232,7,16,328,0,112910,496301,5523,0,0,5,18908,0,0,14842,0,5,18908,14842,10/25/2010 0:00,1.25734,1.26774,3226,3822,9904,1929,781234
11/1/2010,1027608,577,16614,0,19,172,191,40,704,744,0,0,239,239,59,1126,1185,0,10,10,0,395,395,0,425,425,59,1551,1610,8.256148195,8.57021186,191,744,239,10,11,395,19,0,40,0,0,0,0,0,0,0,0,0,0,172,1,704,0,239,10,11,395,0,118363,495018,7538,0,0,1,18786,0,0,15090,0,1,18786,15090,11/1/2010 0:00,1.43414,1.43723,3451,4397,11020,1947,766753
11/8/2010,1225479,630,15658,1,12,186,198,65,684,749,0,0,260,260,77,1187,1264,1,11,12,0,415,415,1,451,452,78,1659,1737,8.245526839,8.633200795,198,749,260,12,16,415,12,0,65,0,1,0,0,0,0,0,0,0,0,186,5,684,0,260,11,16,415,0,114923,487034,6185,0,0,2,20120,0,0,16264,0,2,20120,16264,11/8/2010 0:00,1.51838,1.53341,3927,4679,11807,1940,769982
11/15/2010,1168667,560,14865,0,26,185,211,94,648,742,1,1,272,272,120,1127,1247,12,6,18,3,522,525,17,541,558,137,1670,1807,8.317147268,8.999452164,211,742,272,18,11,525,26,0,94,0,12,2,3,0,0,0,0,0,0,185,3,648,1,272,6,9,522,0,101660,442248,6465,0,0,1,20079,0,0,15712,0,1,20079,15712,11/15/2010 0:00,1.61617,1.69445,4416,5322,13336,1921,787038
11/22/2010,1333441,452,17722,0,32,259,291,105,872,977,0,0,437,437,137,1640,1777,7,27,34,1,609,610,8,658,666,145,2311,2456,10.28070644,10.92575292,291,977,437,34,11,610,32,0,105,0,7,0,1,0,0,0,0,0,0,259,7,872,0,437,27,11,609,0,117145,454858,7089,0,0,2,22479,0,0,17227,0,2,22479,17227,11/22/2010 0:00,1.84378,1.9915,4598,4145,12079,1938,606527
11/29/2010,1412165,412,20789,0,44,376,420,111,937,1048,1,1,475,475,155,1862,2017,13,33,46,0,623,623,15,701,716,170,2587,2757,11.13166954,11.86316695,420,1048,475,46,11,623,44,0,111,0,13,2,0,0,0,0,0,0,0,376,0,937,1,475,33,9,623,0,114948,485428,7081,0,0,,23240,0,0,17763,0,,23240,17763,11/29/2010 0:00,1.72535,1.81305,5045,4978,13997,1964,772016
12/6/2010,1520124,588,22890,1,139,542,681,109,1155,1264,0,0,641,641,248,2455,2703,6,57,63,0,752,752,8,855,863,256,3326,3582,13.8249231,14.88901821,681,1264,641,63,6,752,139,0,109,0,6,2,0,0,0,0,0,0,0,542,1,1155,0,641,57,4,752,0,115196,475388,6524,0,0,1,24058,0,0,18321,0,1,24058,18321,12/6/2010 0:00,1.87923,2.01426,5060,5867,14958,1936,742606
12/13/2010,1498338,582,24999,1,189,1130,1319,157,1330,1487,1,1,1309,1309,346,3909,4255,24,96,120,2,1145,1147,26,1298,1324,372,5242,5614,19.54511559,20.93214019,1319,1487,1309,120,3,1147,189,0,157,0,24,0,2,0,0,0,0,0,0,1130,0,1330,1,1309,96,3,1145,0,115119,488886,5967,0,0,4,26820,0,0,20585,0,4,26820,20585,12/13/2010 0:00,2.3371,2.55659,6300,7194,18022,1916,704923
12/20/2010,1326725,653,22568,0,269,2557,2826,130,1779,1909,1,1,2221,2221,399,6725,7124,17,70,87,3,1797,1800,20,1942,1962,419,8727,9146,28.11261798,29.46235866,2826,1909,2221,87,6,1800,269,0,130,0,17,0,3,0,0,0,0,0,0,2557,0,1779,1,2221,70,6,1797,0,114559,521649,6588,0,0,,31043,0,0,22897,0,,31043,22897,12/20/2010 0:00,3.03533,3.38185,7295,7071,19899,1840,588406
12/27/2010,1150626,547,23104,2,173,3635,3808,59,1877,1936,3,3,2737,2737,232,8561,8793,11,69,80,0,2115,2115,13,2277,2290,245,10995,11240,30.80349639,31.48988626,3808,1936,2737,80,3,2115,173,0,59,0,11,2,0,0,0,0,0,0,0,3635,1,1877,3,2737,69,1,2115,0,266,139431,5710,0,0,,35694,0,0,24753,0,,35694,24753,12/27/2010 0:00,3.136,3.43172,7478,5764,20346,1887,592880
1/3/2011,1012403,786,55072,9,594,4298,4892,75,2311,2386,1,1,3873,3873,669,11093,11762,6,161,167,4,2648,2652,12,2838,2850,681,14232,14913,32.46054192,34.01377612,4892,2386,3873,167,12,2652,594,0,75,0,6,2,4,0,0,0,0,0,0,4298,0,2311,1,3873,161,10,2648,1,448,909251,18965,0,0,7,43844,0,0,30339,0,7,43844,30339,1/3/2011 0:00,2.53336,2.69151,6584,6342,20026,1923,744043
1/10/2011,1260141,817,70832,12,949,5612,6561,165,2216,2381,1,1,3505,3505,1114,11788,12902,13,202,215,3,3068,3071,16,3288,3304,1130,15259,16389,32.11812499,34.49662169,6561,2381,3505,215,17,3071,949,0,165,0,13,0,3,0,0,0,0,0,0,5612,0,2216,1,3505,202,17,3068,0,502,865608,23762,0,0,11,47509,0,0,31293,0,11,47509,31293,1/10/2011 0:00,2.91288,2.91063,6238,7773,20721,1921,711908
1/17/2011,1415156,876,91875,9,1354,7237,8591,235,2509,2744,1,1,2961,2961,1589,13039,14628,48,225,273,11,3436,3447,61,3676,3737,1650,16806,18456,31.97427751,35.11348719,8591,2744,2961,273,17,3447,1354,0,235,0,48,2,11,0,0,0,0,0,0,7237,0,2509,1,2961,225,15,3436,0,626,911014,21297,0,0,12,52561,0,0,34031,0,12,52561,34031,1/17/2011 0:00,3.44497,3.49232,7247,11243,26257,1964,751850
1/24/2011,1679047,959,130163,11,847,9258,10105,204,2444,2648,2,2,2900,2900,1051,14830,15881,55,296,351,10,3867,3877,67,4189,4256,1118,19155,20273,34.84627979,36.88011643,10105,2648,2900,351,19,3877,847,0,204,0,55,2,10,0,0,0,0,0,0,9258,0,2444,2,2900,296,17,3867,0,575,957256,24025,0,0,11,54970,0,0,35292,0,11,54970,35292,1/24/2011 0:00,4.16185,4.0037,8007,15291,31975,1947,798637
1/31/2011,1818637,1062,167290,11,607,9492,10099,254,2323,2577,0,0,2841,2841,861,14847,15708,75,279,354,16,4477,4493,92,4784,4876,953,19737,20690,34.96925994,36.6577488,10099,2577,2841,354,25,4493,607,0,254,0,75,1,16,0,0,0,0,0,0,9492,0,2323,0,2841,279,24,4477,1,589,948905,23588,0,0,17,56441,0,0,33524,0,17,56441,33524,1/31/2011 0:00,4.55159,4.43534,8195,16366,34284,1970,772974
2/7/2011,1725120,1122,319613,11,335,10536,10871,217,2266,2483,2,2,2654,2654,552,15593,16145,74,364,438,7,4515,4522,83,4919,5002,635,20594,21229,35.23413574,36.32055296,10871,2483,2654,438,37,4522,335,0,217,0,74,2,7,0,0,0,0,0,0,10536,0,2266,2,2654,364,35,4515,0,488,3465967,24094,0,0,17,58449,0,0,35611,0,17,58449,35611,2/7/2011 0:00,4.46504,4.24215,8036,16516,34456,1961,812230
2/14/2011,1628562,1098,276544,6,207,9602,9809,225,2175,2400,0,0,2762,2762,432,14615,15047,68,289,357,13,4072,4085,81,4413,4494,513,19076,19589,32.3015443,33.17021132,9809,2400,2762,357,39,4085,207,0,225,0,68,0,13,0,0,0,0,0,0,9602,0,2175,0,2762,289,39,4072,0,488,3187484,21354,0,0,21,59056,0,0,37210,0,21,59056,37210,2/14/2011 0:00,4.55124,4.39719,8172,17493,36567,1910,831600
2/21/2011,1388701,1023,99282,5,145,6715,6860,268,1884,2152,5,5,2035,2035,413,10671,11084,87,261,348,24,3579,3603,111,3879,3990,524,14599,15123,30.09296477,31.17308763,6860,2152,2035,348,35,3603,145,0,268,0,87,0,24,0,0,0,0,0,0,6715,0,1884,5,2035,261,35,3579,1,150,943383,23083,0,0,22,48513,0,0,34962,0,22,48513,34962,2/21/2011 0:00,4.0822,3.90256,7839,13718,31277,1908,801449
2/28/2011,1367990,972,210259,8,91,6018,6109,234,1533,1767,1,1,1463,1463,325,9042,9367,100,210,310,13,3031,3044,116,3306,3422,441,12381,12822,25.54890631,26.4589352,6109,1767,1463,310,64,3044,91,0,234,0,100,3,13,0,0,0,0,0,0,6018,0,1533,1,1463,210,61,3031,0,549,3313689,23162,0,0,11,48460,0,0,32033,0,11,48460,32033,2/28/2011 0:00,3.38812,3.15073,6376,10496,24627,1860,781629
3/7/2011,1224401,911,190393,9,71,3496,3567,201,1263,1464,2,2,1067,1067,272,5851,6123,116,186,302,27,2398,2425,143,2655,2798,415,8533,8948,20.71619325,21.72371935,3567,1464,1067,302,38,2425,71,0,201,0,116,0,27,0,0,0,0,0,0,3496,0,1263,2,1067,186,38,2398,0,509,3310496,21755,0,0,11,41190,0,0,29519,0,11,41190,29519,3/7/2011 0:00,2.99142,2.72422,5691,8427,20377,1829,747993
3/14/2011,1223283,937,169605,21,17,3245,3262,129,947,1076,4,4,778,778,146,4997,5143,108,163,271,29,2156,2185,137,2375,2512,283,7395,7678,18.75095086,19.46853289,3262,1076,778,271,50,2185,17,0,129,0,108,0,29,0,0,0,0,0,0,3245,0,947,4,778,163,50,2156,3,480,3115609,25979,87,0,4,39438,0,0,26719,0,4,39438,26719,3/14/2011 0:00,2.61542,2.33336,5363,6702,17309,1823,741807
3/21/2011,1090557,784,147587,18,9,2151,2160,82,660,742,3,3,624,624,91,3452,3543,77,147,224,19,1576,1595,97,1781,1878,188,5259,5447,15.20557451,15.74914705,2160,742,624,224,48,1595,9,0,82,0,77,1,19,0,0,0,0,0,0,2151,0,660,3,624,147,47,1576,4,219,3095401,22438,50,0,14,34586,0,0,23574,0,14,34586,23574,3/21/2011 0:00,2.09065,1.925,4400,5489,14031,1790,728883
3/28/2011,1071915,687,100662,32,2,1370,1372,77,479,556,4,4,491,491,79,2367,2446,76,117,193,19,1293,1312,95,1461,1556,174,3850,4024,12.70836772,13.28271992,1372,556,491,193,35,1312,2,0,77,0,76,0,19,0,0,0,0,0,0,1370,0,479,4,491,117,35,1293,2,481,2224627,24991,124,0,14,30295,0,0,21350,0,14,30295,21350,3/28/2011 0:00,1.86146,1.75243,4189,5025,12957,1770,739375
4/4/2011,1009211,651,102667,74,2,854,856,63,388,451,3,3,333,333,65,1586,1651,72,107,179,22,1065,1087,95,1191,1286,160,2791,2951,10.44809643,11.04705574,856,451,333,179,20,1087,2,0,63,0,72,1,22,0,0,0,0,0,0,854,0,388,3,333,107,19,1065,3,361,2669909,43462,124,0,14,26713,0,0,18447,0,14,26713,18447,4/4/2011 0:00,1.61377,1.57704,3701,4557,11498,1723,729089
4/11/2011,953664,617,51042,56,2,509,511,64,285,349,1,1,191,191,66,1002,1068,71,64,135,42,844,886,115,930,1045,181,1938,2119,7.99274137,8.739225471,511,349,191,135,23,886,2,0,64,0,71,2,42,0,0,0,0,0,0,509,0,285,1,191,64,21,844,4,283,1394482,22987,39,0,17,24247,0,0,17170,0,17,24247,17170,4/11/2011 0:00,1.42199,1.35766,3164,3562,9391,1681,691707
